INSPECTION_ID,PROPERTY_ID,PROPERTY_NAME,ADDRESS,CITY,CBSA_NAME,CBSA_CODE,COUNTY_NAME,COUNTY_CODE,STATE_NAME,STATE_CODE,ZIP,LATITUDE,LONGITUDE,LOCATION_QUALITY,INSPECTION_SCORE,INSPECTION_DATE
519769,800006125,"Martin Luther King, Jr. Plaza Apartments",3220 W Madison St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60624,41.881154,-87.706614,R,60,3/31/2014 9:14
519922,800040055,PLAZA ON THE PARK,608 E 51st St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60615,41.802347,-87.609938,R,74,11/12/2014 8:32
520038,800006067,LAS MORADAS APARTMENTS,1307 N California Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60622,41.904933,-87.696683,R,88,12/18/2014 11:53
520058,800006027,Lafayette Terrace Apartments,6950 S Vincennes Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60621,41.768043,-87.626939,R,91,6/13/2014 9:03
520139,800006420,UNIVERSAL CITY APARTMENTS,9510 S Constance Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60617,41.721363,-87.579219,R,75,12/9/2014 9:27
520142,800006099,KING DRIVE APTS,4747 S King Dr,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60615,41.808548,-87.616060,R,99,1/29/2015 10:10
520193,800220195,Pioneer Gardens Senior Living Facility,3800 S Dr Martin L King Jr Dr,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60653,41.825638,-87.617504,R,92,12/29/2014 9:52
520204,800006153,MOO GOONG TERRACE,4848 N Kedzie Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60625,41.969324,-87.708735,R,98,7/25/2014 9:04
520283,800219005,Montclare Senior Residences Phase II,6640 W Belden Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60707,41.921373,-87.791887,R,72,10/28/2014 11:20
520299,800006288,ROOSEVELT INDEPENDENCE,1301 S Independence Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60623,41.864389,-87.719254,R,80,10/21/2014 10:18
520313,800210319,Archer Courts Apartments,2242 S Princeton Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60616,41.851547,-87.634993,R,88,11/14/2014 9:16
520343,800005895,Evergreen Sedgwick Apts,1343 N Cleveland Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60610,41.907110,-87.640656,R,92,5/29/2014 10:39
520395,800040062,H.I.C.A. REDEVELOPMENT,5042 W Washington Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60644,41.881915,-87.751237,R,94,9/19/2014 9:32
520563,800040045,KENWOOD APTS,4724-36 S ELLIS   4710-4718 S Woodlawn,CHICAGO,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60615,41.801400,-87.601500,T,99,12/8/2014 10:31
520686,800234946,Ridge Avenue Apartments,6414 N Ridge Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60626,41.998134,-87.677157,R,77,12/23/2014 10:09
520717,800024128,Transformation Housing III,7000 S Parnell Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60621,41.767089,-87.638631,R,74,1/31/2014 10:32
520721,800006505,WOODLAWN REDEVELOPMENT NO. 2,6520 S Ingleside Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60637,41.776423,-87.602410,R,67,1/23/2014 10:14
520742,800005849,DIVISION STREET REHAB.,2815 W Division St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60622,41.902776,-87.697395,R,63,3/4/2014 10:23
520783,800005700,ANATHOTH GARDENS,34 N Keeler Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60624,41.881096,-87.730772,R,89,5/1/2014 9:14
520784,800005770,CAL-MET VILLAGE,4101 S Calumet Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60653,41.820178,-87.618212,R,72,11/14/2014 9:05
520996,800067762,KENMORE PLAZA,5225 N Kenmore Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60640,41.976815,-87.656214,R,78,3/25/2014 9:13
521014,800005695,ALPHA TOWERS,936 E 47th St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60653,41.809765,-87.603118,R,81,5/8/2014 9:10
521015,800006331,SILENT COOPERATIVE APARTMENTS,2500 W Belmont Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60618,41.939611,-87.690594,R,94,3/20/2014 10:14
521113,800006022,KIMBARK RESIDENTIAL,1351 E 62nd St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60637,41.782207,-87.592640,R,78,5/7/2014 9:05
521160,800006311,SCOTLAND YARDS I,4215 N Broadway St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60613,41.958796,-87.652980,R,72,6/24/2014 9:12
521181,800006312,SCOTLAND YARD II,4247 N Broadway St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60613,41.959306,-87.653298,R,80,5/21/2014 9:34
521184,800219397,Eden Supportive Living,940 W Gordon Ter,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60613,41.957536,-87.654026,R,39,9/4/2014 9:03
521221,800005855,Drexel Preservation/Drexel Ct & Lake Park East,837 E 47th St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60653,41.809411,-87.605796,R,57,8/1/2014 9:00
521225,800006335,SOUTH APTS,6853 S East End Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60649,41.770593,-87.583779,4,86,10/1/2014 10:00
521228,800006414,TRINITY ACRES,3939 S Calumet Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60653,41.823154,-87.618293,R,96,7/30/2014 9:04
521273,800040096,Neighborhood Commons Cooperative,1600 N Vine St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60614,41.912709,-87.644594,R,80,5/12/2014 9:10
521280,800211050,Cottage View Terrace Apartment,4829 S Cottage Grove Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60615,41.807202,-87.606292,R,40,9/25/2014 10:10
521282,800212450,Lathrop Elderly,2717 N Leavitt St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60647,41.930872,-87.680569,R,80,8/14/2014 9:12
521287,800216705,Lake Park Crescent Apartments,1061 E 41st Pl,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60653,41.819473,-87.600800,R,90,1/22/2015 9:43
521306,800225499,Hollywood House Apartments,5700 N Sheridan Rd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60660,41.985633,-87.655462,R,52,12/30/2014 9:16
521339,800234441,1111 North Dearborn,1111 N Dearborn St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60610,41.902153,-87.629688,R,61,5/6/2014 9:40
521340,800234657,450 Melrose,450 W Melrose St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60657,41.941380,-87.640800,R,28,10/15/2014 10:24
521341,800234659,536 Addison,536 W Addison St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60613,41.948551,-87.644261,R,74,10/9/2014 10:14
521342,800234683,2630 Hampden,2630 N Hampden Ct,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60614,41.929928,-87.641290,R,60,9/3/2014 10:03
521343,800234684,537 Melrose,537 W Melrose St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60657,41.941015,-87.642917,R,80,10/3/2014 12:05
521344,800234693,544 Melrose,544 W Melrose St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60657,41.941340,-87.643107,R,70,11/4/2014 11:12
521345,800234708,455 Wellington,455 W Wellington Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60657,41.936392,-87.640860,R,76,11/4/2014 14:37
521346,800234710,3510 Pine Grove,3510 N Pine Grove Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60657,41.946291,-87.644767,R,77,10/6/2014 10:28
521347,800209831,Hearts United,654 E 43rd St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60653,41.816948,-87.609957,R,83,6/23/2014 9:02
521348,800234919,350 Oakdale Apartments,350 W Oakdale Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60657,41.935791,-87.638732,R,67,8/28/2014 10:18
521351,800220718,Liberty Square Apartments (4th Pre-ap),711 S Independence Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60624,41.872206,-87.719474,R,79,8/8/2014 9:00
521438,800006322,SHERIDAN GUNNISON APARTMENTS,4827 N Sheridan Rd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60640,41.969706,-87.654626,R,86,6/6/2014 10:29
521439,800005791,Chinatown Elderly Apartments,300 W 23rd St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60616,41.851131,-87.634781,R,95,4/16/2014 9:36
521440,800005815,CONTINENTAL PLAZA APARTMENTS,1330 W 76th St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60620,41.756138,-87.657116,R,80,11/17/2014 8:46
521460,800040042,JORGE HERNANDEZ,1615 N Kildare Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60639,41.910372,-87.733448,R,78,7/10/2014 9:07
521551,800006278,Ridgeland/Yates,6001 S Vernon Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60637,41.785561,-87.614231,R,78,2/27/2014 10:43
522736,800005698,Amalgamated Senior Residences,1504 W Van Buren St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60607,41.876568,-87.664536,R,99,5/20/2014 9:57
522761,800006195,PALMER SQUARE APARTMENTS,2118 N Kedzie Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60647,41.920789,-87.707282,R,94,4/9/2014 10:05
522765,800006205,THE PINES OF EDGEWATER II,5439 N Kenmore Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60640,41.980688,-87.656302,R,46,5/16/2014 10:08
522788,800006526,65TH STREET APARTMENTS,6400 S Maryland Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60637,41.778585,-87.604837,R,69,4/29/2014 10:13
523062,800233118,1133 North Dearborn,1133 N Dearborn St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60610,41.902689,-87.629710,R,42,7/16/2014 9:19
524130,800006320,SHERIDAN & AINSLIE APARTMENTS,4910 N Sheridan Rd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60640,41.971710,-87.655123,R,54,4/22/2014 10:12
524832,800005891,Estes Paulina Apartments,7064 N Paulina St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60626,42.010874,-87.672524,R,58,9/5/2014 13:52
524892,800006448,WEST POINT PLAZA,300 S Damen Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60612,41.877360,-87.676830,R,60,9/12/2014 10:07
524904,800006336,South Chicago YMCA Elderly Housing,3039 E 91st St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60617,41.729926,-87.549613,R,72,8/27/2014 10:09
525034,800006193,OVER THE RAINBOW UNIT I,754 W Belden Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60614,41.923811,-87.648166,R,91,8/15/2014 12:36
525326,800005794,CIRCLE PARK APTS,1111B S Laflin St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60607,41.868208,-87.664021,4,77,8/12/2014 9:54
525606,800005686,Asbury Plaza,750 N Dearborn St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60654,41.895932,-87.629982,R,85,9/15/2014 10:07
525614,800006340,SOUTH OF THE YARDS,1110 W 50th St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60609,41.803482,-87.653466,R,65,9/3/2014 10:10
525756,800005851,Dolnick Center Apartments,6550 N Damen Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60645,42.000739,-87.680436,R,77,10/7/2014 9:41
525773,800040451,LAKE PARK APTS,4048 S Lake Park Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60653,41.821312,-87.601822,R,96,7/17/2014 9:56
526069,800006187,NORTHWEST TOWER,1170 W Erie St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60642,41.893512,-87.656818,R,91,9/23/2014 10:11
526132,800005688,ACADEMY SQUARE APTS,318 S Throop St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60607,41.877370,-87.659652,R,94,8/18/2014 10:01
526145,800006343,Southeast Englewood,7405 S Vincennes Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60621,41.759816,-87.630288,R,63,9/2/2014 10:19
526217,800005830,Diversey Square I,3300 W Diversey Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60647,41.932173,-87.709873,R,91,9/5/2014 10:09
526348,800223449,HOLSTENBOND LP/LAWNDALE RESTORATION,10 N Hamlin Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60624,41.881129,-87.721041,R,80,8/25/2014 10:02
526525,800006169,NORTH WASHINGTON PARK ESTATES,4756 S Vincennes Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60615,41.808435,-87.614064,R,63,10/14/2014 10:06
526627,800223450,"LAWNDALE NEW DEVELOPMENT, LLC",3206 W Douglas Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60623,41.863146,-87.705813,R,66,9/8/2014 10:02
526781,800005723,820 BELLE PLAINE COOPERATIVE,820 W Belle Plaine Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60613,41.957435,-87.650808,R,81,6/19/2014 10:11
526816,800005856,DREXEL SQUARE,810 E 51st Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60615,41.802300,-87.606071,4,91,7/8/2014 10:11
526894,800005878,EL VALOR,1931 W 19th St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60608,41.855704,-87.674268,R,45,8/15/2014 9:53
526897,800005888,BETHEL TERRACE,900 W 63rd Pkwy,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60621,41.781329,-87.647791,R,95,8/28/2014 10:09
526958,800006446,Webster House,2150 N Lincoln Park W,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60614,41.921081,-87.636637,R,76,9/2/2014 10:23
526977,800005692,AINSLIE MANOR APARTMENTS,4878 N Magnolia Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60640,41.971090,-87.661317,R,86,9/8/2014 12:19
530369,800233855,Park Apartments,220 E Garfield Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60615,41.794914,-87.620502,R,76,11/12/2014 10:08
532621,800067910,SACRAMENTO ELDERLY APARTMENTS,2451 N Sacramento Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60647,41.926353,-87.702121,R,72,12/2/2014 13:46
532631,800067912,St. Edmund's Tower,6141 S Michigan Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60637,41.782937,-87.621960,R,63,12/3/2014 10:21
532640,800067914,FELLOWSHIP MANOR,5031 S Princeton Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60609,41.803113,-87.632976,R,80,1/21/2015 10:01
532759,800112175,Haven Towers,7947 S South Chicago Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60617,41.750414,-87.583712,R,85,1/6/2015 13:28
532833,800112360,ADA . MCKINLEY IV,7451 S Eggleston Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60621,41.758988,-87.635528,R,88,1/22/2015 12:28
534543,800005689,ADA S. MCKINLEY GROUP HOMES (Samaritas),9135 S Brandon Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60617,41.729200,-87.546649,R,97,1/9/2015 9:40
534544,800005800,CLARK STREET APARTMENTS,6610 N Clark St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60626,42.001976,-87.672229,R,83,1/15/2015 10:07
534549,800005946,GREENCASTLE OF KENWOOD,4909 S Cottage Grove Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60615,41.805745,-87.606244,R,63,12/4/2014 9:42
534557,800006230,Penn House,157 W Division St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60610,41.903716,-87.633851,R,75,1/14/2015 10:18
534568,800005845,DELIVERANCE MANOR,4201 S Wabash Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60653,41.818347,-87.624448,R,95,1/7/2015 10:24
534569,800005970,Hayes Manor Apartments,1211 W Marquette Rd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60636,41.772180,-87.654661,R,99,1/9/2015 10:12
534572,800005715,Bobby E. Wright Housing Complex,3222 W Maypole Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60624,41.883463,-87.706860,R,98,1/7/2015 9:30
534581,800006102,THI-7,1541 E Marquette Rd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60637,41.774986,-87.587310,R,100,1/8/2015 8:57
534585,800005786,CHASE STREET APTS,1401 W Chase Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60626,42.013791,-87.666397,R,83,1/13/2015 9:38
534588,800005938,GOOD SHEPHERD TOWER,55 E Garfield Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60637,41.794228,-87.623159,R,95,1/23/2015 9:54
534592,800006164,NEW PISGAH HAVEN HOMES,8005 S Racine Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60620,41.748582,-87.653482,R,98,1/6/2015 10:24
534593,800006397,JACQUELINE TERRACE,719 W Aldine Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60657,41.941692,-87.647661,R,99,1/7/2015 14:14
534594,800006495,WINWOOD APTS,1406 W Winona St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60640,41.975466,-87.665016,R,92,1/8/2015 10:05
534596,800006210,Paradise Haven Homes,7111 S Wentworth Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60621,41.765264,-87.629548,R,90,12/11/2014 11:34
534597,800006291,ROSELAND MANOR,11717 S State St,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60628,41.681349,-87.622556,R,99,1/20/2015 10:02
534600,800006315,SENATE APTS,5801G N Pulaski Rd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60646,41.986491,-87.728521,4,88,1/8/2015 11:15
534602,800006415,TRINITY OAKS,6225 S Drexel Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60637,41.781831,-87.604130,R,87,12/10/2014 10:04
534620,800006386,THE CENTER APARTMENTS.,7521 N Hoyne Ave,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60645,42.018750,-87.682781,R,89,12/9/2014 10:09
534623,800006470,WESTHAVEN HOMES,850 W Garfield Blvd,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60609,41.794486,-87.646917,R,94,1/21/2015 14:11
539809,800040225,INDIAN TRAILS APARTMENTS,221 E 121st Pl,Chicago,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16974,Cook,031,IL,17,60628,41.673323,-87.616389,R,50,1/13/2015 9:28
